ST001D01T,MATHPREF,MATHEASE,MATHMOT,MATHEFF,MATHEF21,MATHPERS,PV1MATH
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1183,0.5043,2.0819,456.097
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.3531,-2.3193,,369.068
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3049,1.3765,0.9248,561.29
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3373,-0.5439,0.1907,492.118
Grade 10,,,,,,,424.452
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.0725,1.3932,0.8111,689.111
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2049,-0.0813,0.1814,494.067
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4237,-0.0936,2.3169,419.241
Grade 10,,,,,,,522.402
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1099,0.6949,-0.5619,472.98
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,-0.8238,-0.1561,-0.5451,479.253
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.6761,-0.5481,,452.904
Grade 10,,,,,,,372.596
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1668,0.6438,,449.082
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3789,0.0086,-0.0858,396.911
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.2612,0.7402,0.0298,510.14
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.2347,-0.0607,0.8068,417.966
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1087,0.7665,-0.1126,369.714
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4436,0.3691,-0.4071,418.951
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.4726,-1.5156,0.5343,235.152
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3697,0.1393,1.0291,594.813
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1487,,0.642,477.637
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7061,0.0142,-0.1706,611.901
Grade 11,,,,,,,474.465
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.8551,0.2413,-0.6486,517.611
Grade 10,No preference for mathematics over other subjects,,,-1.613,1.1072,-1.2701,270.838
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4303,0.1818,-2.5612,389.939
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.36,-1.4931,-0.861,417.656
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4509,-0.2257,0.0081,458.045
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.0655,1.3343,1.4421,616.128
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7728,-1.5045,1.2829,562.268
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7901,0.4492,-2.6559,472.992
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1652,-0.1496,-0.4859,588.675
Grade 9,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.0388,0.01,0.0209,314.644
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6732,-0.9195,1.4593,442.368
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6667,0.2168,0.2288,490.653
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.2858,-0.5863,0.4565,440.257
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1029,-0.0246,-0.1518,415.015
Grade 11,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,-1.3326,-0.6469,-0.6783,439.758
